text,label
how to create a account category account,10
i don't know what i need to do to get invoice 37777,15
using account category account,24
i am experiencing problems with my online registration,21
is it possible to place a order from delivery country ?,12
"i paid currency symbol refund amount for this product, help to get a compensation",16
can i submit feedback about your products?,22
leaving review for your services,22
"i need to check the payment methods, how to do it?",5
i have to see how long it takes for my delivery to arrive,13
i do not know how to file a claim against ur business,7
i dont know what i have to do to download bill 85632,15
i want help to swap an article of purchase order number,1
i need assistance to unsubscribe to the company newsletter,17
wanna downlpad my bill from person name,15
i dont want order order number,0
getting bills from person name,15
i don't know how i can get a restitution of my money,16
is it possible to check in what cases can i request refunds?,6
i would like to cancel the subscription to the newsletter,17
can uhelp me see how soon can i expect the artikcle,13
need help to chat with a prson,9
could utell me more abouut creating a account type account,10
i need assistance to see your accepted payment options,5
what do i have to do to request restitutions of money,16
i want assistance checking ur accepted payment options,5
i need assistance to check my restitution status,26
updating data on gold account,14
i want assistance to send feedback for your services,22
i want assistance to see when will my purchase arrtive,13
i want to see when my purchase is going to arrive,13
i am trying to cancel purchase order number,0
i don't know how i can speak to a human agent,9
can ya help me to cancel order order number,0
"i want to cancel a damn account type account, i need help",11
using freemium account,24
i am waiting for a reimbursement of refund amount dollars,26
i dont know what to do to obtain my money back,16
i have to see how long the delivery takesi need help,13
help me to recover my pin,20
remove article from purchase order number,1
"i have to check the shipment methods, can you help me?",12
i need help to know if there are any updates on my refund,26
how to file a bloody customer complaint?,7
give me information about the removal of a account type account,11
show me purchase order number status,25
"i would like to locate order order number , i need help",25
"i need to see the early exit penalties, can i get some help?",3
where can i get information about opening pro accounts,10
assistance recovering the access key of my account,20
help me check ur available payment options,5
help to report a sign up error,21
i do not know how i can notify of an error with payments,18
can uhelp me to cancel purchase order number,0
help me sending my feedback for ur products,22
can i place an order from delivery city ?,12
i want assistance to see what payment options are accepted,5
assistance seeing the bloody eta of the purchase order number,25
i need help checking the allowed payment modalities,5
how to enter my shipping address,23
i don't know how to see what delivery options i have,12
how to edit the address?,2
want assistance informing of sign up issuues,21
need to modify my delivery address,2
what do i ened to do to subscribe to ur newsletter,17
how do i see if there are any news on the restitution,26
i am waiting for a compensation of refund amount dollars,26
i dont know how i can recover my account access key,20
checking invoice from person name,4
need help to check how soon can i expect my parcel,13
can i see the eta of the purchase order number ?,25
how to locate order order number ?,25
assistance opening user account,21
can uhelp me to create a standard account,10
i cant track my reimbursement,26
where do i cancel purchase order number ?,0
i don't know how i can download invoice 37777,15
opening new freemium account,10
where could i see your payment modalities?,5
want support modifying the delivery address,2
want help to see my bilo from person name,4
assistance buying some of your article,19
i have to acquire a product,19
i need assistance seeing my invoice 37777,4
can you help me cancelling purchase order number ?,0
"i have paid currency symbol refund amount for an order, i want a compensation",16
lodging consumer complaint against your business,7
see invoices from person name,4
i don't know how i could cancel purchase order number,0
need assistance retrieving tthe password of my user profile,20
i need help to add several product to order order number,1
how to see if there is anything wrong with the restitution?,26
can you help me to see what shipment options i have?,12
refunding refund amount dollars,16
help me to purchase some of your article,19
how do i correct order order number ?,1
i have a problem trying to change the delivery address,2
need help to see how soon can i expect the delivery,13
opening new standard account for daughter,10
can you help me to contact somebody?,9
can i check the termination fee,3
"i need to see my invoice 12588, how can i do it?",4
i want assistance to speak to an operator,9
i have to see the shipment options,12
i'm waiting for a compensation of refund amount dollars,26
i'd like to use the account type account could uhelp me,24
reporting issues creating account,21
what do i need to do to remove my account type account?,11
assistance checking what hours i can reach customre service,8
want hrlp locating my invoice from person name,4
i don't know how i can get my invoice from person name,15
"i want to find my bill from person name , i need help",4
help receiving reinbursements of my money,16
i have got to check the withdrawal penalty,3
support setting up my shipoing address,23
i cannot find invoiced 00108,4
where to check how long it takes for my article to arrive?,13
help me see what damn shipment methods are available,12
help me see the eta of the purchase order number,25
assistance to enter a different delivery address,23
i want to inform of problems with signup,21
i am trying to set up a different shipping address,23
"i want to see the payment methods, help me",5
change data on account category account,14
canceling purechase order number,0
assistanceto buy several items,19
"i have got to use the account type profile, how could i do it?",24
how do i reset the pin of my user?,20
"i have got to acquire some of your article, i need help",19
where to check how long the shipping takes?,13
do you have a free number to talk to customer assistance?,8
i don't know what i need to do to earn some items,19
i want to check when will my product arrive,13
i do not know how i can see when will my purchase arrive,13
"i have to see order order number current status, i need help",25
what do i need to do to find my bill 37777?,4
can ya help me to purchase a few of ur article,19
i don't know what i have to do to see my bill 00108,4
i do not know what to do to see how long the shipping takes,13
i need assistance to buy a few of ur item,19
"i have got to modify my damn address, how to do it?",2
how could i change to the account type account,24
i can't enter a delivery address,23
refunding currency symbol refund amount,16
i do not know what i need to do to close a pro account,11
can i see the withdrawal charges?,3
i do not know what to do to speak with an live agent,9
open a account category account for my dad,10
checking invoice 12588,4
i have a problem with the termination of my account type account,11
help to see what delivery methods are available,12
i want to know more about editing my shipping address,2
"i have got to cancel purchase order number , help me",0
how can i talk to customer assitance,8
i need help to see your refund policy,6
modify data on account type account,14
i'm trying to know if there is anything new on my refund,26
update account type account,14
switch to account type account,24
"i cannot understand you, i need help speaking to someone",9
i have to inform of sign up problems,21
"i cannot understand anything you say, contact an agent",9
update data on account category account,14
leave review about a service,22
i need sasistance recovering the pin of my profile,20
where can i set up the secondary delivery address?,23
i do not know how i can change to the account type account,24
i do not know how i can inform of issues with online payment,18
editing order order number,1
i want help sending some feedback about a product,22
i want help signing up to your corporate newsletter,17
i need to check the early terfmination fee,3
i want help to file a customer claim againstt your business,7
eta of order order number,25
"i need to see your damn money back policy, how do i do it?",6
change information on account type account,14
where could i retrieve my profile access key?,20
"i have got to talk to customer support, can i get some help?",8
open another account type account for mum,10
need help to edit the information on my user,14
help checking the eta of purchase order number,25
help me see how long the bloody reimbursements usually take,6
assistance to ask for a reimbursement,16
i want help to check the eta of the oder order number,25
can you help me chat with a human agent?,9
i need assistance to retrieve my user profile pass,20
can you help me to chat with an operator?,9
use pro acdcount,24
i dont know how i can submit my secondary shipping address,23
i have got to see how long the delivery takes,13
i want assistance seeing how long reimbursements take,6
need help shopping a few of ur item,19
i do not know how i can change to the standard account,24
correcting details on premium account,14
want help checking when will my product arrive,13
what do i have ti do to get a rebate of money?,16
could you give me information about the shipment methods?,12
how do i locate my bills from person name,4
i do not know how to recover the access key of my account,20
where can i check how soon can i expect my item,13
i want assistance looking for my invoice 12588,4
can you help me to contact a person?,9
can ya help me informing of problems with online payment,18
i have got to notify of goddamn issues with online payment,18
errors setting up the shipping address,23
assistance to see what shipping options i can choose,12
i need assistance to solve na issue with payment,18
"i have to acquire some of your article, how to do it?",19
what do i have to do to change to the account category account,24
where can i notify of a trouble with payment?,18
can you help me cancelling my newsletter subscription?,17
i don't know how to retrieve the pin code of my user,20
there is a trouble setting another delivery address up,23
"my experience with your work was bad, make a complaint",7
want assistance writing a review,22
"my address has changed, i need help modifying it",2
i don't know what to do to check the early exit fee,3
is it possible to retrieve the pin code of my account,20
i expect a compensation of currency symbol refund amount,26
want assistance to leave an opinion about a service,22
could you help me unsubscribe to your newsletter?,17
i need assistance to check the status of my compensation,26
what do i need to do to create a gold account,10
is it possible to see your payment options?,5
want assistance to use the standard account,24
modifying details on account category account,14
"i paid refund amount dollars for this item, i want to obtain a refund",16
i need to see in what cases can i request reimbursements,6
where do i receive compensations of my money,16
could you help me canceling purchase order number ?,0
i am trying to list your acceoted payment options,5
i want help to submit my secondary shipping address,23
want assistance seeing your payment methods,5
i have problems with cancelling purchase order number,0
i have got to inform of troubles with online payment,18
is it possible to cancel purchase order number,0
will you show me my damn bills from person name ?,4
help checking the eta of order order number,25
can you tell me more about a delivery address change?,2
i have to write an opinion for your services,22
i do not know how to report a problem with payments,18
i need assistance giving a quick look at the invoice 12588,4
need assistance to list the accepted payment modalities,5
want assistance to get my money back,16
make customer claim against your organization,7
how do i use the account type profile?,24
wanna check the status of purchase order number how to do it,25
help me making a reclamation against ur organizatuon,7
problem with an access key reset,20
i do not know how i can report a registration problem,21
help using the account type account,24
i'm trying to se the withdrawal fees,3
"i do not understand you, i need help to speak with a person",9
make consumer reclamation against your organization,7
question about the termination of my standard accout,11
i want help informing of signup problems,21
how do i check the early exit charge,3
i want assistance seeing what shipment methods are there,12
change to the account type account,24
i would like information about an access key retrieval,20
i need help receiving refunds,16
i don't know how i can report an error with online payment,18
want assistance to make a purchse,19
can ya help me checking when my package is gonna arrive,13
help me obtaining a compensation of money,16
changing details on account type account,14
could uhelp me correct order order number,1
where can i make a customer claim?,7
i want information about a standard account removal,11
i have a problem with cancelling purchase order number,0
i need assistance to use the premium account,24
"i no longer use my account type account, help me cancelling it",11
get invoice from person name,15
i don't know what i have to do to check invoice 00108,4
how could i see your bloody accepted payment modalities?,5
can you tell me about the subscription to your newsletter?,17
"i have to see when will my product arrive, can you help me?",13
i'd like to add a prdouct to purchase order number will uhelp me,1
help to check the eta of purchase order number,25
help to see the early exit fee,3
question about canceling order order number,0
i made a mistake help me change order order number,1
look for bill 85632,4
need assistance trying to modify my delivery address,2
how to check the shipping options?,12
pudate account category account,14
i have got toreport an issue with online payment,18
switch to premium account,24
help to use the platinum profile,24
i want to check what delivery methods are available,12
status of order order number,25
how much would ucharge me for breaking the contract,3
i need assistance to order a few of ur prodcut,19
i need assistance to egt the invoice from person name,15
help me see in what situations can i request to be refunded,6
could you help me to create a standard account?,10
how long does it take for a delivery to arrive?,13
i want assistance contacting someone,9
informing of errors opening user profile,21
i do not know how i can earn some products,19
i don't know how to see the early termination charges,3
i have to see how soon can i expect the shipmrnt i need help,13
assistance to send some feedback for your company,22
i do not know what i need to do to restore my pin code,20
i want help to reset my user profile pin code,20
help deleting some items from order order number,1
want assistance changing to the pro account,24
i want assistance seeing the bloody cancellation fee,3
help to cancel purchase order number,0
can i talk to a person?,9
get bill fromdavid miller,15
problems with a delivery address correction,2
change info on account type account,14
i would like to speak to a live agent,9
help to see what shipping options you offer,12
problems with account category account terminations,11
"i can no longer afford order order number , cancel it",0
help speaking to a human agent,9
i want assistance getting my invoice 85632,15
i don't knwo what i have to do to cancel a premium account,11
assistance subscribing to the company newsletter,17
i dont know how i can notify of a trouble with payments,18
help me to see how long it takes for my damn order to arrive,13
where to download the bill 12588?,15
pfoblem with account category account terminations,11
how can i send my feedback about ur services,22
i do not know how to earn a few of your item,19
i do not know how i can list the available payment optrions,5
tell me at what time i can call customer assistance,8
how do i make a consumer complaint against your businrss?,7
correct order order number,1
how can i chat with a live agent?,9
"i paid currency symbol refund amount for this item, i try to receive a rebate",16
i have to check in what cases can i request reimbursements,6
i need assistance informing of problems with online payment,18
i try to check at what time i can call customer service,8
correcting details on freemium account,14
i need assistance to change to the premium account,24
i call to see how soon can i expect my parcel,13
assistance canceling purchase order number,0
what do i need to do to report an issue with online payment,18
i aint registered i have to open a standard account with you,10
i have issues trying to modify my shipping address,2
want assistance to download invoice 85632,15
i do not know how i can check your money back guarantee,6
how can i call customer service?,8
want assistance using the standard account,24
i dont know what i have to do to look for my invoicr 37777,4
support correcting my address,2
can you help me to solve issues with online payment?,18
i do not know what i need to do to see the bill 85632,4
help me informing of a payment problem,18
i do not know what to do to close the account category account,11
"i have submitted a wrong address, i want to modify it",2
i need assistance leaving an opinion about your services,22
could i see in what situations can i ask for reimbursements?,6
where do i see my bill 00108,4
help cancelling purchase order number,0
are there cancellation penalties,3
i want assistance to locate bill 00108,4
what do i need to do to switch to the pro account,24
i want information about the removal of my account type account,11
what do i have to do to purchase seevral articles?,19
assistance filing a customer complaint against ur company,7
i'm calling to lodge a customer reclamation,7
give me information about the cancellation of my account type account,11
modifying information on account type account,14
get bill fromms. hawkings,15
"i no longer want order order number , i would like to cancel it",0
i do not know how to order some products,19
i don't know how i can change to the premium account,24
can i check the shipping methods,12
i try to notify of an error with online payment,18
how could i notify of a sign up issue?,21
want assistance to see your payment modalities,5
i have paid currency symbol refund amount for an item help me receive a compensation,16
"i can't pay for purchase order number , how can i cancel it?",0
wheree could i order some of ur article,19
"i have got to modify my delivery address, how can i do it?",2
show me what payment options are accepted,5
i do not nkow how to delete the premium account,11
i'm not registered i want assistance creating a account type account,10
i have to notify of problems with registrations,21
where can i check ur reimbursement policy,6
i have a question about the removal of a account category account,11
ned assistance checking ur available payment methods,5
wanna acquire an item how to do it,19
i dont know how i can contact customer assistance,8
using account category account,24
help trying to edit the deliveyr address,2
how do i change to the gold acconut,24
help changing to the account category account,24
i am trying to update my delivery address,2
how do i check how son can i expect my item,13
how to see at what time customer support available is?,8
seeing early exit penalty,3
can you help me to check what shipment options are there?,12
wanna know about correcting my address find some information,2
what do i need to do to earn several of ur item,19
there are troubles editing my delivery address,2
want assistance trying to update the address,2
i am calling to see what delivery options you offer,12
can you help me speak with a live agent?,9
i don't know how i can report problems with payment,18
i need help ordering several of your item,19
where can i send some feedback for ur products,22
could uhelp me purchase a goddamn item,19
i no longer want purchase order number,0
clsoe account type account,11
i need assistance with adding an item to order order number,1
"i have to check the status of my rebate, i need help",26
help to make a complaint,7
where can i edit the shipping address,2
how do i talk with somebody?,9
how can i check the eta of the purchase order number ?,25
assistance to see if there are any news on the refund,26
find ionvoice 85632,4
updating information on standard account,14
i try to make a customer reclamation,7
i cannot see the eta of the order order number,25
"i want to see how long the shipment takes, can you help me?",13
i don't know how i can change to the gold account,24
i want assistance to update the information on my profile,14
how can i see the status of my newsletter subscription?,17
i need assistance restoring the key of my profile,20
notify of troubles with online payments,18
help me check my invoices from person name,4
removing account category acconut,11
can i see at what time customer service available is?,8
i am trying to set my secondary shipping address up,23
modify account category account,14
can uhelp me to check the eta of purchase order number,25
where can i leave an opinion for ur services,22
"i have got to see my refund status, can you help me?",26
where do i check the status of purchase order number,25
i need assistance to purchase some articles,19
i do not know what to do to request refunds,16
i want to change to the standard account,24
i need help checking what payment methods are accepted,5
where can i make a customer claim against your company?,7
"i want to see what shipment options i have, how can i do it?",12
help me filing a complaint,7
there is an error setting up a secondary shipping address,23
need assistance to inform of an issue with signup,21
where do i lodge a reclamation against ur business,7
i want help solving a trouble with online payments,18
how can i see if there are any news on my rebate,26
switching to account category account,24
i want help seeing the current status of purchase order number,25
what do i need to do to speak with a live agent,9
what do i have to do to receive your company newsletter?,17
"i do not understand you, direct to me a human agent",9
i need assistance toacquire several products,19
list the allowed payment modaliites,5
i dont know wht i have to do to contact a person,9
could you tell me about the newsletter subscription?,17
how do i shop a few of your item?,19
check the early termination penalties,3
i want help to unsubscribe from the company newsletter,17
can i get the bills from person name ?,15
i want assisyance to see how soon can i expect my product,13
problems with account category account cancellations,11
tell me more about shipping period,13
i need help seeing the cancellation penalty,3
how to notify of problems with sign up?,21
problem with standard account removals,11
i cant switch something of purchase order number,1
there is a trouble correcting my delivery adxdress,2
correcting data on account type account,14
want help to earn an few of your item,19
could you help me setting up my shipping address?,23
tell me what hours i can contact customer sasistance,8
wasnna acquire some articles can i get some help,19
can you help me retrieving my user password?,20
can i file a claim against your company?,7
can i delete an item from order order number ?,1
how to cancel purchase order number ?,0
i try to get the invoice from person name,15
i need assistance to see the early termination fees,3
iw it possible to get in touch with customer support,8
is there an address to submit an opinion about ur products,22
i want assistance to report a problem with signup,21
i don't kmow how i can order several articles,19
need to open a account type account,10
where do i download my bil 85632,15
i'm trying to cancel order order number,0
want assistance checking how soon can i expect my parcel,13
i want help to check order order number status,25
assistance to remove an article from order order number,1
reimbursing refund amount dollars,16
what do i need to do to contact customer assistance?,8
i try to see the termination fee,3
"i want to sign up to the newsletter, will you help me?",17
help me to see what payment payment modalities you accept,5
i want assistance demanding rebates of my money,16
need assistance to check in what cases can i request refunds,6
i want help informing of problems with payment,18
how to ask for a rebate of my money,16
"i have to correct my address, will you help me?",2
want assistance to send feedback for a product,22
i want help to get in touch with customer service,8
edit account category account,14
i need help restoring my user key,20
can i download the bill from person name ?,15
cancel order order number,0
where do i locate my invoice 12588?,4
assistance to send some feedback about your products,22
i need assistance to restore the password of my user account,20
do ya deoiver to delivery city,12
assistance canceling order order number,0
i want assistance checking your reimbursement policy,6
cancel the subscription to the newsletter,17
i am trying to check the options for shipping,12
where do i check how soon can i expect my product,13
correcting details on gold account,14
check in which situations can i ask for refunds,6
help me checking the status of my newsletter subscription,17
what do i have to do to report an issue with signup?,21
assistance using the pro profile,24
"i cannot sign up, i need to notify of registration issues",21
i need help to file a customer claim against ur company,7
help to report issues with an sign up,21
i want assistance to request reimbursements of my money,16
"i have got to edit my bloody user, how could i do it?",14
can i give a quick look at my invoice 12588?,4
how to lodge a claim against your company?,7
i don't know how to speak with a humnan agent,9
correct information on standard account,14
ineed to contact an agent,9
what do i need to do to use the account category account,24
order change,1
i need assistance to check the accepted payment modalities,5
can ya direct to me a live agent,9
order order number status,25
do you ship to delivery country ?,12
can ya help me seeing if there are any news on my refund,26
where can i sign up to the newsletter?,17
nede to download my bill 85632,15
what do i need to do to download my invoice 12588?,15
correct order order number,1
i need to see what fucking delivery options i have,12
"i have to file a reclamation, i need assistance",7
modify info on platinum account,14
i need help canceling purchase order number,0
"i cannot create a user, help informing of a signup problem",21
i want help taking a quick look at the bills from person name,4
i need help retrieving the key of my user profile,20
how do i see at what time i can recah customer service,8
i do not know what to do to remove a premium account,11
i need help seeing in what cases can i ask to be reimbursed,6
what do i need to do to see order order number status?,25
can you send me my bills from person name ?,15
i want assistance filing a customer claim against ur company,7
is it possible to purchase several articles,19
close account category account,11
check order status,25
i have to report a problem with payments,18
ohw can i add some items to order order number,1
change information on freemium account,14
i do not know what i need to do to correct my address,2
what do i have to do to delete the account category account,11
where do i get an compensation of money,16
i cannotrestore the bloody password of my user account,20
i want help to check the termnation fees,3
want assistance to shop several of ur article,19
assistance creating a platinum account,10
i need to check how long rimbursements take,6
i need help trying to hcange the bloody delivery address,2
update information on account type account,14
creating new account category account for daughter,10
create account type account for wife,10
can you help me making a claim against your organization?,7
i have problems with the removal of a standard account,11
where can i look for the bill 85632?,4
is it possible to place a damn order from delivery country ?,12
change to the account category account,24
i want assistance cancelling purchase order number,0
talk to customer service,8
assistance checking the early termination fees,3
update information on standard account,14
can uhelp me check when my order is gonna arrive,13
i never usethe standard account assistance to close it,11
can you help me see the current status of my reimbursement?,26
wanna see how soon can i expect my delivery how to do it,13
can i talk with an agent,9
i no longerr want purchase order number,0
i don't know how i can check my bill 37777,4
check bill 85632,4
i try to check in which cases can i request a refund,6
i have got to see what delivery methods you offer,12
i want assistance checking my invoice 37777,4
information about the deletion of a account type account,11
can i report issues with sign up?,21
where do i see what options for delivery you offer?,12
i cant delete a prodcut from purchase order number,1
what do i needto do to see the early termination fee,3
i want help checking purchase order number status,25
what do i have to do to use the gold profile?,24
help me downloading my invoice 37777,15
what do i need to do to download my invoice 37777?,15
how to see purchase order number current status?,25
i don't know how to restore the pin of my profile,20
i have got to see the damn bills from person name,4
i need help opening a new goddamn gold account,10
can you help me get the bills from person name ?,15
how can i get information about updating order order number,1
where can i check how soon can i expect the package,13
information about a delivery address modification,2
what do i have to do to change my shipping address?,2
how do i use the account type account,24
rebating currency symbol refund amount,16
"i have to see the early termination charge, can you help me?",3
need assistance seeing the termination charge,3
would it be possible to speak to someone?,9
can i check what hours cusyomer support available is,8
"i want to correct order order number , will you help me?",1
i do not know what to do to get the invoice 37777,15
"i can't make a transfer, can i notify of payment errors?",18
i don't know how i can inform of problems with payments,18
i'm trying to check what hours i can reach customer suport,8
how can i check the fucking bill from person name ?,4
can ya help me listing the available payment methods,5
i have to check how long refunds take how can i do it,6
i am trying to obtain rebates of my money,16
how to check at what time i can call customer support,8
i do not know what i need to do to speak to a person,9
i want to change purchase order number,1
want help to switch several items of purchase order number,1
what do i need to do to see the methods for shipment?,12
what do i have to do to see the cancellation charges?,3
change order order number,1
i need assistance downloading the invoice 00108,15
can you help me to change to the standard account?,24
where can i find information about a account type account removal?,11
i need help with cancellng order order number,0
i need help to cancel purchase order number,0
get invoice from last month,15
is it possible to place a bloody order from delivery city,12
i need to update my address,2
can you help me to use the standard profile?,24
need to see order order number current stayus,25
i need to speak with a live agent,9
assistance to give a quick look at the bill 12588,4
is it plssible to order from delivery country ?,12
"i need to list the payment options, how could i do it?",5
i want help to see what hours i can call customer support,8
how can i see the accepted payment modalities,5
change details on account category account,14
i need assistance contacting an goddamn assistant,9
i dont know what to do to chat with a fucking assistant,9
how to set the new delivery address up,23
want assistance canceling purchase order number,0
i need assistance giving a quick look at the bill 12588,4
i want assistance retrieving the pin of my user account,20
i have to switch to the pro account,24
i want help canceling order order number,0
i am trying to unsubscribe from the company newsletter,17
i want to edit my address,2
can you help me check the eta of the purchase order number ?,25
i don't know what to do to change to the account type account,24
i call to check how soon can i expect my bloody item,13
ineed help adding an item to order order number,1
i need to retrieve my pin,20
where can i give a quick look at invoice 37777,4
"i have got to enter a delivery address, can you help me?",23
i want assistance to leave some feedback for a product,22
can uhelp me to check the fucking eta of the order order number,25
want help getting goddamn reimbursements of money,16
can i delete several products from order order number ?,1
help receiving a refund of money,16
where do i file an customer claim against ur business,7
how can i check your reimbursement policy?,6
i do not know how to switch to the standard account,24
need assistance downloading my invoice invoice number,15
"i don't want this item, help me cancel purchase order number",0
check my invoice from person name,4
help seeing the withdrawal fee,3
help me to add several items to order order number,1
help to remove some products from order order number,1
how to open a premium account?,10
help checking what hours i can reach customer support,8
cancelling purchase order number,0
where to acquire several of your article?,19
help seeing if there are any updates on my reimbursement,26
help to check the status of my subscription to ur newsletter,17
notifying of error opening user profile,21
can i check your refund policy?,6
i want help trying to edit my delivery address,2
wantr help to solve issues with payment,18
show me how long it takes for my article to arrive,13
where do i see the termination penalties?,3
want assistance obtaining reimbursements,16
help me to see how long reimbursements take,6
where do i report an error with sign up,21
need help to earn an item,19
i have issues trying to edit my delivery address,2
i need assistance speaking with an assistant,9
i need assistance to delete a product from order order number,1
what hours can i call customer service?,8
i am tryig to submit my feedback about your services,22
i have got to leave my feedback can i get some help,22
"i have to enter the shipping address, how do i do it?",23
i need help switching something of order order number,1
help me to restore my password,20
open account category account,10
can you tell me the damn accepted payment methods?,5
help checking in which cases can i request a reimburement,6
where to buy some of your article?,19
i expect a refund of currency symbol refund amount,26
i do not know how i can speak to an agent,9
i need assistance to create a premium account,10
transfering to person,9
what do i have to do to get my invoice from person name ?,15
change to the pro account,24
opening new account type account,10
i want assistance to list ur available payment modalities,5
i want assistance to see your money back policy,6
assistance submitting another delivery address,23
i cant correct purchase order number,1
"i have to create a account category account, i need assistance",10
support trying to change my delivefy address,2
i would like to edit the damn information on my user,14
help me to file a custoer complaint against ur company,7
need to write a comment about ur company could huelp me,22
d uship to delivery city,12
i want help seeing what payment methods uaccept,5
i want help to edit the address,2
help me to inform of an error with payment,18
is it possible to download invoice 00108,15
can i see in which cases can i request a refund?,6
"i no longer make use of my account category account, help me close it",11
i do not know what i need to do to remove the account type account,11
i don't know what to do to downlod bill 12588,15
i dont know what to do to switch to the freemium account,24
what do i need to do to cancel purchase order number ?,0
i lost the bills from person name can ya ifnd it for me,4
editing gold account,14
"i want to check the bill from person name , could you help me?",4
"i need to order several articles, can you help me?",19
i am waiting for a restitution of currency symbol refund amount,26
edit info on premium accunt,14
i can't speak with a persno,9
question about canceling purchase order number,0
assistance checking what shipment options you offer,12
help me cancelling the account type account,11
see the bill 00108,4
where could i receive the fucking company newsletter?,17
i expect a reimbursement of refund amount dollars,26
"you aren't helpful, how can i talk with a bloody live agent?",9
updating details on freemium account,14
can ushow me in which situations can i ask for refunds,6
where can i change to the freemium account?,24
is it possible to download my bills from person name ?,15
how can i check if there are any news on my refund,26
how to edit order order number,1
how can i demand refunds,16
i cannot afford purchase order number,0
help me earn several of your item,19
what do i have to do to change t the pro account?,24
can i place a damn order from delivery country,12
i have got to send some feedback for a product,22
i have a problem trying to correct the shipping address,2
want help creating a account category account,10
i want assistance checking the allowed payment methods,5
help to see in what cases can i ask to be reimbursed,6
i do not know what to do to sign up to the newsletter,17
"i have to check the withdrawal fee, can you help me?",3
i try to delete my platinum account,11
i try to request a restitution of money,16
want help to check the fucking tea of the order order number,25
there are errors trying to edit my shipping address,2
how do i cancel order order number,0
help me see in which situations can i ask for myt money back,6
"i have to talk with customer assistance, how can i do it?",8
check bill from person name,4
how can i notify of issues with a sign up?,21
i want help to see in what situations can i ask for refunds,6
do ya ship to delivery country,12
"i have to cancel my newsletter subscription, how do i do it?",17
help deleting a damn item from order order number,1
need assistance informing of problems with online payment,18
i try to see how soon can i expect my fucking package,13
need ot cancel my premium account,11
could i edit order order number ?,1
i have got to make a customer reclamation,7
i want assistance to order a damn product,19
i have got to check ur accepted payment modalities,5
"i cannot remember the key of my profile, help me recover it",20
i need assistance to set the delivery address up,23
i have a trouble entering a shipping address,23
help me to reset the pass of my user account,20
help me see in what case can i request the bloody refunds,6
eta of oorder order number,25
i cannot track my restitution,26
i need help checking how soon can i expect my parcel,13
i dont know how to take a quick look at bill 85632,4
i need help with creating a platinum account,10
i need assistace opening a standard account for my daughter,10
can ya help me to notify of an error with signup,21
i want to use the account type profile,24
where can i make a consumer claim?,7
clsoe pro account,11
troubles setting up the delivery address,23
close freemium account,11
question about the deletion of my freemium account,11
how to subscribe to the corporate newsletter,17
what do i need ot do to reset my user pin?,20
i have to see how soon can i expect my item ohw can i do it,13
when will i receive ordered order number ?,25
i don't know what to do to get the bills from person name,15
ohw to contact a person?,9
i don't know how to look for the invoices from person name,4
there is a problem entering my new shipping address,23
can you tell me about receiving your newsletter?,17
shipping to delivery city,12
i do not know what i need to do to speak with someone,9
what is the charge for breaking the contract,3
would it be possible to leave a comment for a service?,22
help me make a customer complaint against your business,7
can uhelp me downloading my bils from person name,15
"i want to download the bill 12588, can i get some help?",15
how can i find information about my standard account removal,11
"i have got to subscribe to the newsletter, how to do it?",17
help me finding invoice 85632,4
"i have lost the key of my account, i want to reset it",20
help me creating a account type account,10
"i have got to leave feedback, could i get some help?",22
how do i inform of issues with a signup,21
i have got to submit some feedback for a service,22
"i need to file a customer claim, how do i do it?",7
how can i purchase a few of your product?,19
can i order frrom delivery country,12
i have got to see what delivery options are there,12
assistance to set a new delivery address up,23
i need help speaking with customer assistance,8
help me checking if there are any updates on my restitution,26
i am trying to download invoice 00108,15
do uhave a free damn no to talk to customer service,8
neef to notify of signup problems,21
i have to add an item to purchase order number,1
can i check in which cases can i ask for refunds,6
modify ordfer order number,1
awnna set my shipping address up,23
how can i get information about creating a account type account,10
i try to check what shipment methods i have,12
"i can't pay for this item, cancel order order number",0
can you give me information about a password retrieval?,20
i cannot reset my profile pin,20
can you help me check the termination penalty?,3
i want help to check in what cases can i request refunds,6
help me see the eta of the order order number,25
i want help to inform of errors with payments,18
help me submitting feedback about your company,22
i want assistance to check what shipping options are there,12
would it be possible to check what shipping options i have?,12
i want to check the early exit fee,3
"i don't understand you, i need help talking to a person",9
where can i recover my account password?,20
assistance informing of a signup problem,21
i have to inform of a payment issue,18
i'm calling to check whenb will my item arrive,13
i try to see at what time i can reach customer support,8
how to edit order order number ?,1
"i don't need the gold account, help me close it",11
how can i list the allowed paymet methods,5
direct to me a person,9
i want support updating the shipping address,2
i need help cancelling my subscription to your newsletter,17
i want assistance switching to the account category account,24
is it possible to cancel order order number,0
i need to leave some fedeback about a product,22
is it possible to notify of registration problems,21
what do i have to do to locate order order number ?,25
opening new account type account,10
where can i find information about the methods for shipping?,12
i have troubles changing the fucking address,2
where do i file an customer claim against your organization?,7
edit info on account type account,14
i need assistance to give a quick look at the invoice 85632,4
i want assistance checking how soon can i expect the product,13
i have got to see the eta of purchase order number,25
i have problems with opening a freemium account,10
modifying information on account type account,14
i need assistance cancelling my standard account,11
assistance to write an opinionabout your company,22
modifying details on freemium account,14
"i need to leave a review about a product, how to do it?",22
help me change to the platinum account,24
wanna correct the acdress can uhelp me,2
checkmy invoice 37777,4
where do i see what bloody payment methods are available?,5
can i take a quick look at bill 12588,4
